country,year,iso,ref,Category,Income..net.,incomegroup,id,gdp_ppp_pc_usd2011,avg_gdp,loggdp,population,TFP_yoy,Primary_prct,Secondary_prct,Tertiary_prct,gini,labsh,Pub_spend_Educ,Educ_GINI,life_exp,Component2,Trade
Bolivia,1994,bol,bol1994,d6,0.066,Lower middle income,Bolivia1994,4.001,3.063071429,1.38654433,7418861,0.644106605,0.1658,0.381,0.0896,0.4972,0.55644846,,30.963936,58.631,-0.818536062,48.86085141
Bulgaria,1994,bgr,bgr1994,d6,0.0841,Upper middle income,Bulgaria1994,8.145,9.671631579,2.097404242,16949491,1.170779616,0.0948,0.6994,0.1714,0.34497,0.409343988,4.170660019,20.631137,71.20878049,-1.211953721,90.72012938
Canada,1994,can,can1994,d6,0.0921,High income,Canada1994,31.7935,25.90496667,3.459261866,57886922,1.044964376,0.0922,0.4394,0.4358,0.306325,0.695457935,6.680019855,16.51857,77.82682927,0.837228492,64.59258753
Chile,1994,chl,chl1994,d6,0.062282683,High income,Chile1994,11.307,25.90496667,2.425422003,56440513,1.153131325,0.1052,0.6258,0.0864,0.526784951,0.477675676,2.511820078,13.474707,74.671,-1.425736779,53.21502871
Colombia,1994,col,col1994,d6,0.05957344,Upper middle income,Colombia1994,8.223,9.671631579,2.106935106,110470611,0.872028998,0.3084,0.2658,0.0998,0.56963984,0.504990458,,25.417516,70.752,-0.870916786,35.91753745
Costa Rica,1994,cri,cri1994,d6,0.078006058,Upper middle income,Costa Rica1994,8.7695,9.671631579,2.171279792,13735899,0.871268662,0.3648,0.2622,0.12,0.443649893,0.575477958,,31.380437,76.394,1.049992338,77.997308
Ecuador,1994,ecu,ecu1994,d6,0.069038015,Upper middle income,Ecuador1994,7.717,9.671631579,2.043425687,44797436,0.7187975,0.2642,0.3032,0.1016,0.499364773,0.363804489,,29.33948,70.587,-0.511681971,43.7777475
Finland,1994,fin,fin1994,d6,0.0933,High income,Finland1994,26.538,25.90496667,3.278577668,5097097,1.3003415,0.2804,0.4906,0.2288,0.22567,0.607374847,6.857069969,16.605437,76.39560976,-1.800850962,62.42823612
France,1994,fra,fra1994,d6,0.0896,High income,France1994,31.114,25.90496667,3.437657879,57587120,1.411525196,0.3082,0.503,0.1656,0.31574,0.617228091,5.626430035,20.310545,77.64878049,-0.239039955,41.82623974
Germany,1994,deu,deu1994,d6,0.093199838,High income,Germany1994,33.404,25.90496667,3.508675653,242695010,1.246147212,0.0556,0.7286,0.2158,0.283836215,0.661825776,4.336639881,11.406789,76.27073171,-0.194322416,42.05788309
Honduras,1994,hnd,hnd1994,d6,0.065100395,Lower middle income,Honduras1994,3.134,3.063071429,1.142310144,22206844,0.767639213,0.2248,0.1468,0.018,0.530612181,0.576494694,2.512639999,28.721992,68.45,-0.270854325,100.3178253
Hungary,1994,hun,hun1994,d6,0.093050089,High income,Hungary1994,15.0595,25.90496667,2.712009021,20715708,0.90454341,0.12,0.7296,0.142,0.275273729,0.653667927,5.834889889,11.594583,69.4697561,-0.979821321,56.46018006
Ireland,1994,irl,irl1994,d6,0.0826,High income,Ireland1994,25.044,25.90496667,3.220634278,7194717,1.37520071,0.328,0.4322,0.2328,0.35972,0.555587828,5.187900066,16.753895,75.47680488,-0.060197151,126.4889241
Luxembourg,1994,lux,lux1994,d6,0.0936,High income,Luxembourg1994,65.426,25.90496667,4.180919733,402435,2.282913236,0.3168,0.5018,0.1806,0.26447,0.545945168,,,76.37073171,-0.583389567,185.7862471
Mexico,1994,mex,mex1994,d6,0.064708189,Upper middle income,Mexico1994,14.422,9.671631579,2.668754818,367203841,0.896881576,0.2422,0.3554,0.0846,0.512134652,0.434354901,3.647089958,28.756956,72.279,-1.047145596,30.70997185
North Macedonia,1994,mkd,mkd1994,d6,0.1019,Upper middle income,North Macedonia1994,7.733,9.671631579,2.045496886,1981703,0.740664022,0.1252,0.4902,0.092,0.33453,0.709720969,4.52628994,,71.871,4.766706815,82.33506494
Panama,1994,pan,pan1994,d6,0.066,High income,Panama1994,9.286,25.90496667,2.22850789,2684183,0.910524915,0.279,0.3848,0.1162,0.5162,0.445979804,3.470540047,26.539733,73.879,-0.888995431,143.6090328
Paraguay,1994,pry,pry1994,d6,0.06815,Upper middle income,Paraguay1994,8.379,9.671631579,2.125728576,4651225,0.633565821,0.334,0.2302,0.067,0.483405,0.46434021,,23.314258,69.335,-0.07168019,123.0793295
Peru,1994,per,per1994,d6,0.0644,Upper middle income,Peru1994,5.871,9.671631579,1.770024977,94709472,0.542381379,0.1198,0.4326,0.1378,0.52856,0.430306047,,25.640173,68.405,-2.000876958,28.92299577
Poland,1994,pol,pol1994,d6,0.0897,High income,Poland1994,10.624,25.90496667,2.363115593,38383516,1.526969013,0.0688,0.7932,0.138,0.31915,0.626219392,,27.832408,71.69512195,-0.41432562,
Slovenia,1994,svn,svn1994,d6,0.0976,High income,Slovenia1994,17.653,25.90496667,2.870905741,1995607,0.884400693,0.052,0.8108,0.132,0.21565,0.722421467,,,73.40487805,-1.577407877,
United Kingdom,1994,gbr,gbr1994,d6,0.0863,High income,United Kingdom1994,27.9455,25.90496667,3.330256185,115574155,1.235123409,0,0.7788,0.2214,0.35425,0.549945593,4.850830078,8.9079,76.88536585,0.324612286,51.58275715
United States,1994,usa,usa1994,d6,0.0856,High income,United States1994,38.697,25.90496667,3.655762078,524982782,1.287062763,0.0656,0.6422,0.2576,0.39179,0.607954383,,13.484699,75.6195122,1.486653569,21.05545916
Uruguay,1994,ury,ury1994,d6,0.08,High income,Uruguay1994,11.765,25.90496667,2.465129022,3201607,0.991986539,0.3734,0.361,0.0706,0.414,0.516889155,2.271719933,18.288288,73.388,1.342271181,40.14883372
Venezuela,1994,ven,ven1994,d6,0.073,Upper middle income,Venezuela1994,15.055,9.671631579,2.711710162,65179056,0.73248211,0.2034,0.4666,0.1174,0.464697624,0.422622114,5.006030083,34.330246,71.2,0.078441233,51.444814
Argentina,1994,arg,arg1994,d7,0.09066016,Upper middle income,Argentina1994,14.514,9.671631579,2.675113701,68960783,1.221496607,0.386,0.2998,0.0998,0.461664977,0.431845158,,16.79023,72.453,0.59167589,18.13434587
Austria,1994,aut,aut1994,d7,0.1047,High income,Austria1994,32.918,25.90496667,3.494019621,7947215,1.262680486,0.1936,0.6526,0.1538,0.30632,0.632960439,,7.283159,76.4195122,-0.039009434,65.9870934
Bolivia,1994,bol,bol1994,d7,0.084,Lower middle income,Bolivia1994,4.001,3.063071429,1.38654433,7418861,0.644106605,0.1658,0.381,0.0896,0.4972,0.55644846,,30.963936,58.631,-0.818536062,48.86085141
Bulgaria,1994,bgr,bgr1994,d7,0.0966,Upper middle income,Bulgaria1994,8.145,9.671631579,2.097404242,16949491,1.170779616,0.0948,0.6994,0.1714,0.34497,0.409343988,4.170660019,20.631137,71.20878049,-1.211953721,90.72012938
Canada,1994,can,can1994,d7,0.10535,High income,Canada1994,31.7935,25.90496667,3.459261866,57886922,1.044964376,0.0922,0.4394,0.4358,0.306325,0.695457935,6.680019855,16.51857,77.82682927,0.837228492,64.59258753
Chile,1994,chl,chl1994,d7,0.078580002,High income,Chile1994,11.307,25.90496667,2.425422003,56440513,1.153131325,0.1052,0.6258,0.0864,0.526784951,0.477675676,2.511820078,13.474707,74.671,-1.425736779,53.21502871
Colombia,1994,col,col1994,d7,0.0784336,Upper middle income,Colombia1994,8.223,9.671631579,2.106935106,110470611,0.872028998,0.3084,0.2658,0.0998,0.56963984,0.504990458,,25.417516,70.752,-0.870916786,35.91753745
Costa Rica,1994,cri,cri1994,d7,0.09542969,Upper middle income,Costa Rica1994,8.7695,9.671631579,2.171279792,13735899,0.871268662,0.3648,0.2622,0.12,0.443649893,0.575477958,,31.380437,76.394,1.049992338,77.997308
Ecuador,1994,ecu,ecu1994,d7,0.085546936,Upper middle income,Ecuador1994,7.717,9.671631579,2.043425687,44797436,0.7187975,0.2642,0.3032,0.1016,0.499364773,0.363804489,,29.33948,70.587,-0.511681971,43.7777475
Finland,1994,fin,fin1994,d7,0.1033,High income,Finland1994,26.538,25.90496667,3.278577668,5097097,1.3003415,0.2804,0.4906,0.2288,0.22567,0.607374847,6.857069969,16.605437,76.39560976,-1.800850962,62.42823612
France,1994,fra,fra1994,d7,0.1025,High income,France1994,31.114,25.90496667,3.437657879,57587120,1.411525196,0.3082,0.503,0.1656,0.31574,0.617228091,5.626430035,20.310545,77.64878049,-0.239039955,41.82623974
Germany,1994,deu,deu1994,d7,0.1057444,High income,Germany1994,33.404,25.90496667,3.508675653,242695010,1.246147212,0.0556,0.7286,0.2158,0.283836215,0.661825776,4.336639881,11.406789,76.27073171,-0.194322416,42.05788309
Honduras,1994,hnd,hnd1994,d7,0.083217217,Lower middle income,Honduras1994,3.134,3.063071429,1.142310144,22206844,0.767639213,0.2248,0.1468,0.018,0.530612181,0.576494694,2.512639999,28.721992,68.45,-0.270854325,100.3178253
Hungary,1994,hun,hun1994,d7,0.10385005,High income,Hungary1994,15.0595,25.90496667,2.712009021,20715708,0.90454341,0.12,0.7296,0.142,0.275273729,0.653667927,5.834889889,11.594583,69.4697561,-0.979821321,56.46018006
Ireland,1994,irl,irl1994,d7,0.0975,High income,Ireland1994,25.044,25.90496667,3.220634278,7194717,1.37520071,0.328,0.4322,0.2328,0.35972,0.555587828,5.187900066,16.753895,75.47680488,-0.060197151,126.4889241
Luxembourg,1994,lux,lux1994,d7,0.1052,High income,Luxembourg1994,65.426,25.90496667,4.180919733,402435,2.282913236,0.3168,0.5018,0.1806,0.26447,0.545945168,,,76.37073171,-0.583389567,185.7862471
Mexico,1994,mex,mex1994,d7,0.081177482,Upper middle income,Mexico1994,14.422,9.671631579,2.668754818,367203841,0.896881576,0.2422,0.3554,0.0846,0.512134652,0.434354901,3.647089958,28.756956,72.279,-1.047145596,30.70997185
North Macedonia,1994,mkd,mkd1994,d7,0.1235,Upper middle income,North Macedonia1994,7.733,9.671631579,2.045496886,1981703,0.740664022,0.1252,0.4902,0.092,0.33453,0.709720969,4.52628994,,71.871,4.766706815,82.33506494
Panama,1994,pan,pan1994,d7,0.082,High income,Panama1994,9.286,25.90496667,2.22850789,2684183,0.910524915,0.279,0.3848,0.1162,0.5162,0.445979804,3.470540047,26.539733,73.879,-0.888995431,143.6090328
Paraguay,1994,pry,pry1994,d7,0.085625,Upper middle income,Paraguay1994,8.379,9.671631579,2.125728576,4651225,0.633565821,0.334,0.2302,0.067,0.483405,0.46434021,,23.314258,69.335,-0.07168019,123.0793295
Peru,1994,per,per1994,d7,0.0798,Upper middle income,Peru1994,5.871,9.671631579,1.770024977,94709472,0.542381379,0.1198,0.4326,0.1378,0.52856,0.430306047,,25.640173,68.405,-2.000876958,28.92299577
Poland,1994,pol,pol1994,d7,0.1024,High income,Poland1994,10.624,25.90496667,2.363115593,38383516,1.526969013,0.0688,0.7932,0.138,0.31915,0.626219392,,27.832408,71.69512195,-0.41432562,
Slovenia,1994,svn,svn1994,d7,0.1066,High income,Slovenia1994,17.653,25.90496667,2.870905741,1995607,0.884400693,0.052,0.8108,0.132,0.21565,0.722421467,,,73.40487805,-1.577407877,
United Kingdom,1994,gbr,gbr1994,d7,0.1011,High income,United Kingdom1994,27.9455,25.90496667,3.330256185,115574155,1.235123409,0,0.7788,0.2214,0.35425,0.549945593,4.850830078,8.9079,76.88536585,0.324612286,51.58275715
United States,1994,usa,usa1994,d7,0.10205,High income,United States1994,38.697,25.90496667,3.655762078,524982782,1.287062763,0.0656,0.6422,0.2576,0.39179,0.607954383,,13.484699,75.6195122,1.486653569,21.05545916
Uruguay,1994,ury,ury1994,d7,0.098,High income,Uruguay1994,11.765,25.90496667,2.465129022,3201607,0.991986539,0.3734,0.361,0.0706,0.414,0.516889155,2.271719933,18.288288,73.388,1.342271181,40.14883372
Venezuela,1994,ven,ven1994,d7,0.09014314,Upper middle income,Venezuela1994,15.055,9.671631579,2.711710162,65179056,0.73248211,0.2034,0.4666,0.1174,0.464697624,0.422622114,5.006030083,34.330246,71.2,0.078441233,51.444814
Argentina,1994,arg,arg1994,d8,0.116993993,Upper middle income,Argentina1994,14.514,9.671631579,2.675113701,68960783,1.221496607,0.386,0.2998,0.0998,0.461664977,0.431845158,,16.79023,72.453,0.59167589,18.13434587
Austria,1994,aut,aut1994,d8,0.1217,High income,Austria1994,32.918,25.90496667,3.494019621,7947215,1.262680486,0.1936,0.6526,0.1538,0.30632,0.632960439,,7.283159,76.4195122,-0.039009434,65.9870934
Bolivia,1994,bol,bol1994,d8,0.108,Lower middle income,Bolivia1994,4.001,3.063071429,1.38654433,7418861,0.644106605,0.1658,0.381,0.0896,0.4972,0.55644846,,30.963936,58.631,-0.818536062,48.86085141
Bulgaria,1994,bgr,bgr1994,d8,0.1141,Upper middle income,Bulgaria1994,8.145,9.671631579,2.097404242,16949491,1.170779616,0.0948,0.6994,0.1714,0.34497,0.409343988,4.170660019,20.631137,71.20878049,-1.211953721,90.72012938
Canada,1994,can,can1994,d8,0.12495,High income,Canada1994,31.7935,25.90496667,3.459261866,57886922,1.044964376,0.0922,0.4394,0.4358,0.306325,0.695457935,6.680019855,16.51857,77.82682927,0.837228492,64.59258753
Chile,1994,chl,chl1994,d8,0.10444424,High income,Chile1994,11.307,25.90496667,2.425422003,56440513,1.153131325,0.1052,0.6258,0.0864,0.526784951,0.477675676,2.511820078,13.474707,74.671,-1.425736779,53.21502871
Colombia,1994,col,col1994,d8,0.10658048,Upper middle income,Colombia1994,8.223,9.671631579,2.106935106,110470611,0.872028998,0.3084,0.2658,0.0998,0.56963984,0.504990458,,25.417516,70.752,-0.870916786,35.91753745
Costa Rica,1994,cri,cri1994,d8,0.11959137,Upper middle income,Costa Rica1994,8.7695,9.671631579,2.171279792,13735899,0.871268662,0.3648,0.2622,0.12,0.443649893,0.575477958,,31.380437,76.394,1.049992338,77.997308
Ecuador,1994,ecu,ecu1994,d8,0.110719939,Upper middle income,Ecuador1994,7.717,9.671631579,2.043425687,44797436,0.7187975,0.2642,0.3032,0.1016,0.499364773,0.363804489,,29.33948,70.587,-0.511681971,43.7777475
Finland,1994,fin,fin1994,d8,0.1177,High income,Finland1994,26.538,25.90496667,3.278577668,5097097,1.3003415,0.2804,0.4906,0.2288,0.22567,0.607374847,6.857069969,16.605437,76.39560976,-1.800850962,62.42823612
France,1994,fra,fra1994,d8,0.1202,High income,France1994,31.114,25.90496667,3.437657879,57587120,1.411525196,0.3082,0.503,0.1656,0.31574,0.617228091,5.626430035,20.310545,77.64878049,-0.239039955,41.82623974
Germany,1994,deu,deu1994,d8,0.122399838,High income,Germany1994,33.404,25.90496667,3.508675653,242695010,1.246147212,0.0556,0.7286,0.2158,0.283836215,0.661825776,4.336639881,11.406789,76.27073171,-0.194322416,42.05788309
Honduras,1994,hnd,hnd1994,d8,0.110283855,Lower middle income,Honduras1994,3.134,3.063071429,1.142310144,22206844,0.767639213,0.2248,0.1468,0.018,0.530612181,0.576494694,2.512639999,28.721992,68.45,-0.270854325,100.3178253
Hungary,1994,hun,hun1994,d8,0.118149978,High income,Hungary1994,15.0595,25.90496667,2.712009021,20715708,0.90454341,0.12,0.7296,0.142,0.275273729,0.653667927,5.834889889,11.594583,69.4697561,-0.979821321,56.46018006
Ireland,1994,irl,irl1994,d8,0.1193,High income,Ireland1994,25.044,25.90496667,3.220634278,7194717,1.37520071,0.328,0.4322,0.2328,0.35972,0.555587828,5.187900066,16.753895,75.47680488,-0.060197151,126.4889241
Luxembourg,1994,lux,lux1994,d8,0.1199,High income,Luxembourg1994,65.426,25.90496667,4.180919733,402435,2.282913236,0.3168,0.5018,0.1806,0.26447,0.545945168,,,76.37073171,-0.583389567,185.7862471
Mexico,1994,mex,mex1994,d8,0.107177482,Upper middle income,Mexico1994,14.422,9.671631579,2.668754818,367203841,0.896881576,0.2422,0.3554,0.0846,0.512134652,0.434354901,3.647089958,28.756956,72.279,-1.047145596,30.70997185
North Macedonia,1994,mkd,mkd1994,d8,0.1417,Upper middle income,North Macedonia1994,7.733,9.671631579,2.045496886,1981703,0.740664022,0.1252,0.4902,0.092,0.33453,0.709720969,4.52628994,,71.871,4.766706815,82.33506494
Panama,1994,pan,pan1994,d8,0.108,High income,Panama1994,9.286,25.90496667,2.22850789,2684183,0.910524915,0.279,0.3848,0.1162,0.5162,0.445979804,3.470540047,26.539733,73.879,-0.888995431,143.6090328
Paraguay,1994,pry,pry1994,d8,0.112975,Upper middle income,Paraguay1994,8.379,9.671631579,2.125728576,4651225,0.633565821,0.334,0.2302,0.067,0.483405,0.46434021,,23.314258,69.335,-0.07168019,123.0793295
Peru,1994,per,per1994,d8,0.1037,Upper middle income,Peru1994,5.871,9.671631579,1.770024977,94709472,0.542381379,0.1198,0.4326,0.1378,0.52856,0.430306047,,25.640173,68.405,-2.000876958,28.92299577
Poland,1994,pol,pol1994,d8,0.1195,High income,Poland1994,10.624,25.90496667,2.363115593,38383516,1.526969013,0.0688,0.7932,0.138,0.31915,0.626219392,,27.832408,71.69512195,-0.41432562,
Slovenia,1994,svn,svn1994,d8,0.1188,High income,Slovenia1994,17.653,25.90496667,2.870905741,1995607,0.884400693,0.052,0.8108,0.132,0.21565,0.722421467,,,73.40487805,-1.577407877,
United Kingdom,1994,gbr,gbr1994,d8,0.121,High income,United Kingdom1994,27.9455,25.90496667,3.330256185,115574155,1.235123409,0,0.7788,0.2214,0.35425,0.549945593,4.850830078,8.9079,76.88536585,0.324612286,51.58275715
United States,1994,usa,usa1994,d8,0.12455,High income,United States1994,38.697,25.90496667,3.655762078,524982782,1.287062763,0.0656,0.6422,0.2576,0.39179,0.607954383,,13.484699,75.6195122,1.486653569,21.05545916
Uruguay,1994,ury,ury1994,d8,0.122,High income,Uruguay1994,11.765,25.90496667,2.465129022,3201607,0.991986539,0.3734,0.361,0.0706,0.414,0.516889155,2.271719933,18.288288,73.388,1.342271181,40.14883372
Venezuela,1994,ven,ven1994,d8,0.11428628,Upper middle income,Venezuela1994,15.055,9.671631579,2.711710162,65179056,0.73248211,0.2034,0.4666,0.1174,0.464697624,0.422622114,5.006030083,34.330246,71.2,0.078441233,51.444814
Argentina,1994,arg,arg1994,d9,0.162061962,Upper middle income,Argentina1994,14.514,9.671631579,2.675113701,68960783,1.221496607,0.386,0.2998,0.0998,0.461664977,0.431845158,,16.79023,72.453,0.59167589,18.13434587
Austria,1994,aut,aut1994,d9,0.1484,High income,Austria1994,32.918,25.90496667,3.494019621,7947215,1.262680486,0.1936,0.6526,0.1538,0.30632,0.632960439,,7.283159,76.4195122,-0.039009434,65.9870934
Bolivia,1994,bol,bol1994,d9,0.158,Lower middle income,Bolivia1994,4.001,3.063071429,1.38654433,7418861,0.644106605,0.1658,0.381,0.0896,0.4972,0.55644846,,30.963936,58.631,-0.818536062,48.86085141
Bulgaria,1994,bgr,bgr1994,d9,0.145,Upper middle income,Bulgaria1994,8.145,9.671631579,2.097404242,16949491,1.170779616,0.0948,0.6994,0.1714,0.34497,0.409343988,4.170660019,20.631137,71.20878049,-1.211953721,90.72012938
Canada,1994,can,can1994,d9,0.155,High income,Canada1994,31.7935,25.90496667,3.459261866,57886922,1.044964376,0.0922,0.4394,0.4358,0.306325,0.695457935,6.680019855,16.51857,77.82682927,0.837228492,64.59258753
Chile,1994,chl,chl1994,d9,0.155491625,High income,Chile1994,11.307,25.90496667,2.425422003,56440513,1.153131325,0.1052,0.6258,0.0864,0.526784951,0.477675676,2.511820078,13.474707,74.671,-1.425736779,53.21502871
Colombia,1994,col,col1994,d9,0.15672736,Upper middle income,Colombia1994,8.223,9.671631579,2.106935106,110470611,0.872028998,0.3084,0.2658,0.0998,0.56963984,0.504990458,,25.417516,70.752,-0.870916786,35.91753745
Costa Rica,1994,cri,cri1994,d9,0.161975396,Upper middle income,Costa Rica1994,8.7695,9.671631579,2.171279792,13735899,0.871268662,0.3648,0.2622,0.12,0.443649893,0.575477958,,31.380437,76.394,1.049992338,77.997308
Ecuador,1994,ecu,ecu1994,d9,0.155173002,Upper middle income,Ecuador1994,7.717,9.671631579,2.043425687,44797436,0.7187975,0.2642,0.3032,0.1016,0.499364773,0.363804489,,29.33948,70.587,-0.511681971,43.7777475
Finland,1994,fin,fin1994,d9,0.1387,High income,Finland1994,26.538,25.90496667,3.278577668,5097097,1.3003415,0.2804,0.4906,0.2288,0.22567,0.607374847,6.857069969,16.605437,76.39560976,-1.800850962,62.42823612
France,1994,fra,fra1994,d9,0.1488,High income,France1994,31.114,25.90496667,3.437657879,57587120,1.411525196,0.3082,0.503,0.1656,0.31574,0.617228091,5.626430035,20.310545,77.64878049,-0.239039955,41.82623974
Germany,1994,deu,deu1994,d9,0.146344076,High income,Germany1994,33.404,25.90496667,3.508675653,242695010,1.246147212,0.0556,0.7286,0.2158,0.283836215,0.661825776,4.336639881,11.406789,76.27073171,-0.194322416,42.05788309
Honduras,1994,hnd,hnd1994,d9,0.159684118,Lower middle income,Honduras1994,3.134,3.063071429,1.142310144,22206844,0.767639213,0.2248,0.1468,0.018,0.530612181,0.576494694,2.512639999,28.721992,68.45,-0.270854325,100.3178253
Hungary,1994,hun,hun1994,d9,0.142399858,High income,Hungary1994,15.0595,25.90496667,2.712009021,20715708,0.90454341,0.12,0.7296,0.142,0.275273729,0.653667927,5.834889889,11.594583,69.4697561,-0.979821321,56.46018006
Ireland,1994,irl,irl1994,d9,0.1534,High income,Ireland1994,25.044,25.90496667,3.220634278,7194717,1.37520071,0.328,0.4322,0.2328,0.35972,0.555587828,5.187900066,16.753895,75.47680488,-0.060197151,126.4889241
Luxembourg,1994,lux,lux1994,d9,0.1469,High income,Luxembourg1994,65.426,25.90496667,4.180919733,402435,2.282913236,0.3168,0.5018,0.1806,0.26447,0.545945168,,,76.37073171,-0.583389567,185.7862471
Mexico,1994,mex,mex1994,d9,0.156484193,Upper middle income,Mexico1994,14.422,9.671631579,2.668754818,367203841,0.896881576,0.2422,0.3554,0.0846,0.512134652,0.434354901,3.647089958,28.756956,72.279,-1.047145596,30.70997185
North Macedonia,1994,mkd,mkd1994,d9,0.1691,Upper middle income,North Macedonia1994,7.733,9.671631579,2.045496886,1981703,0.740664022,0.1252,0.4902,0.092,0.33453,0.709720969,4.52628994,,71.871,4.766706815,82.33506494
Panama,1994,pan,pan1994,d9,0.156,High income,Panama1994,9.286,25.90496667,2.22850789,2684183,0.910524915,0.279,0.3848,0.1162,0.5162,0.445979804,3.470540047,26.539733,73.879,-0.888995431,143.6090328
Paraguay,1994,pry,pry1994,d9,0.161275,Upper middle income,Paraguay1994,8.379,9.671631579,2.125728576,4651225,0.633565821,0.334,0.2302,0.067,0.483405,0.46434021,,23.314258,69.335,-0.07168019,123.0793295
Peru,1994,per,per1994,d9,0.1469,Upper middle income,Peru1994,5.871,9.671631579,1.770024977,94709472,0.542381379,0.1198,0.4326,0.1378,0.52856,0.430306047,,25.640173,68.405,-2.000876958,28.92299577
Poland,1994,pol,pol1994,d9,0.1463,High income,Poland1994,10.624,25.90496667,2.363115593,38383516,1.526969013,0.0688,0.7932,0.138,0.31915,0.626219392,,27.832408,71.69512195,-0.41432562,
Slovenia,1994,svn,svn1994,d9,0.1379,High income,Slovenia1994,17.653,25.90496667,2.870905741,1995607,0.884400693,0.052,0.8108,0.132,0.21565,0.722421467,,,73.40487805,-1.577407877,
United Kingdom,1994,gbr,gbr1994,d9,0.1534,High income,United Kingdom1994,27.9455,25.90496667,3.330256185,115574155,1.235123409,0,0.7788,0.2214,0.35425,0.549945593,4.850830078,8.9079,76.88536585,0.324612286,51.58275715
United States,1994,usa,usa1994,d9,0.16005,High income,United States1994,38.697,25.90496667,3.655762078,524982782,1.287062763,0.0656,0.6422,0.2576,0.39179,0.607954383,,13.484699,75.6195122,1.486653569,21.05545916
Uruguay,1994,ury,ury1994,d9,0.164,High income,Uruguay1994,11.765,25.90496667,2.465129022,3201607,0.991986539,0.3734,0.361,0.0706,0.414,0.516889155,2.271719933,18.288288,73.388,1.342271181,40.14883372
Venezuela,1994,ven,ven1994,d9,0.15885686,Upper middle income,Venezuela1994,15.055,9.671631579,2.711710162,65179056,0.73248211,0.2034,0.4666,0.1174,0.464697624,0.422622114,5.006030083,34.330246,71.2,0.078441233,51.444814
Argentina,1994,arg,arg1994,d10,0.364830633,Upper middle income,Argentina1994,14.514,9.671631579,2.675113701,68960783,1.221496607,0.386,0.2998,0.0998,0.461664977,0.431845158,,16.79023,72.453,0.59167589,18.13434587
Austria,1994,aut,aut1994,d10,0.2461,High income,Austria1994,32.918,25.90496667,3.494019621,7947215,1.262680486,0.1936,0.6526,0.1538,0.30632,0.632960439,,7.283159,76.4195122,-0.039009434,65.9870934
Bolivia,1994,bol,bol1994,d10,0.41,Lower middle income,Bolivia1994,4.001,3.063071429,1.38654433,7418861,0.644106605,0.1658,0.381,0.0896,0.4972,0.55644846,,30.963936,58.631,-0.818536062,48.86085141
Bulgaria,1994,bgr,bgr1994,d10,0.2906,Upper middle income,Bulgaria1994,8.145,9.671631579,2.097404242,16949491,1.170779616,0.0948,0.6994,0.1714,0.34497,0.409343988,4.170660019,20.631137,71.20878049,-1.211953721,90.72012938
Canada,1994,can,can1994,d10,0.2363,High income,Canada1994,31.7935,25.90496667,3.459261866,57886922,1.044964376,0.0922,0.4394,0.4358,0.306325,0.695457935,6.680019855,16.51857,77.82682927,0.837228492,64.59258753
Chile,1994,chl,chl1994,d10,0.440917572,High income,Chile1994,11.307,25.90496667,2.425422003,56440513,1.153131325,0.1052,0.6258,0.0864,0.526784951,0.477675676,2.511820078,13.474707,74.671,-1.425736779,53.21502871
Colombia,1994,col,col1994,d10,0.467832,Upper middle income,Colombia1994,8.223,9.671631579,2.106935106,110470611,0.872028998,0.3084,0.2658,0.0998,0.56963984,0.504990458,,25.417516,70.752,-0.870916786,35.91753745
Costa Rica,1994,cri,cri1994,d10,0.3455225,Upper middle income,Costa Rica1994,8.7695,9.671631579,2.171279792,13735899,0.871268662,0.3648,0.2622,0.12,0.443649893,0.575477958,,31.380437,76.394,1.049992338,77.997308
Ecuador,1994,ecu,ecu1994,d10,0.405525207,Upper middle income,Ecuador1994,7.717,9.671631579,2.043425687,44797436,0.7187975,0.2642,0.3032,0.1016,0.499364773,0.363804489,,29.33948,70.587,-0.511681971,43.7777475
Finland,1994,fin,fin1994,d10,0.2035,High income,Finland1994,26.538,25.90496667,3.278577668,5097097,1.3003415,0.2804,0.4906,0.2288,0.22567,0.607374847,6.857069969,16.605437,76.39560976,-1.800850962,62.42823612
France,1994,fra,fra1994,d10,0.2563,High income,France1994,31.114,25.90496667,3.437657879,57587120,1.411525196,0.3082,0.503,0.1656,0.31574,0.617228091,5.626430035,20.310545,77.64878049,-0.239039955,41.82623974
Germany,1994,deu,deu1994,d10,0.230076991,High income,Germany1994,33.404,25.90496667,3.508675653,242695010,1.246147212,0.0556,0.7286,0.2158,0.283836215,0.661825776,4.336639881,11.406789,76.27073171,-0.194322416,42.05788309
Honduras,1994,hnd,hnd1994,d10,0.430198181,Lower middle income,Honduras1994,3.134,3.063071429,1.142310144,22206844,0.767639213,0.2248,0.1468,0.018,0.530612181,0.576494694,2.512639999,28.721992,68.45,-0.270854325,100.3178253
Hungary,1994,hun,hun1994,d10,0.231099188,High income,Hungary1994,15.0595,25.90496667,2.712009021,20715708,0.90454341,0.12,0.7296,0.142,0.275273729,0.653667927,5.834889889,11.594583,69.4697561,-0.979821321,56.46018006
Ireland,1994,irl,irl1994,d10,0.2908,High income,Ireland1994,25.044,25.90496667,3.220634278,7194717,1.37520071,0.328,0.4322,0.2328,0.35972,0.555587828,5.187900066,16.753895,75.47680488,-0.060197151,126.4889241
