"state","year","sce","MODEL","ssp_gdp_pc"
"ID",2061,"SSP3","IIASA GDP",49.94593
"ID",2061,"SSP3","OECD Env-Growth",53.06773
"ID",2061,"SSP3","PIK GDP-32",44.99395
"ID",2061,"SSP4","IIASA GDP",55.16467
"ID",2061,"SSP4","OECD Env-Growth",63.8491
"ID",2061,"SSP4","PIK GDP-32",58.17676
"ID",2061,"SSP5","IIASA GDP",65.51413
"ID",2061,"SSP5","OECD Env-Growth",72.53142
"ID",2061,"SSP5","PIK GDP-32",60.40282
"ID",2062,"SSP1","IIASA GDP",56.7293
"ID",2062,"SSP1","OECD Env-Growth",61.87706
"ID",2062,"SSP1","PIK GDP-32",51.61501
"ID",2062,"SSP2","GCAM-USA",54.60011
"ID",2062,"SSP3","IIASA GDP",50.65494
"ID",2062,"SSP3","OECD Env-Growth",53.73589
"ID",2062,"SSP3","PIK GDP-32",45.37419
"ID",2062,"SSP4","IIASA GDP",55.96846
"ID",2062,"SSP4","OECD Env-Growth",64.94093
"ID",2062,"SSP4","PIK GDP-32",58.99399
"ID",2062,"SSP5","IIASA GDP",66.79039
"ID",2062,"SSP5","OECD Env-Growth",74.0785
"ID",2062,"SSP5","PIK GDP-32",61.62105
"ID",2063,"SSP1","IIASA GDP",57.56622
"ID",2063,"SSP1","OECD Env-Growth",62.80867
"ID",2063,"SSP1","PIK GDP-32",52.25383
"ID",2063,"SSP2","GCAM-USA",55.3454
"ID",2063,"SSP3","IIASA GDP",51.36395
"ID",2063,"SSP3","OECD Env-Growth",54.40404
"ID",2063,"SSP3","PIK GDP-32",45.75444
"ID",2063,"SSP4","IIASA GDP",56.77225
"ID",2063,"SSP4","OECD Env-Growth",66.03276
"ID",2063,"SSP4","PIK GDP-32",59.81122
"ID",2063,"SSP5","IIASA GDP",68.06665
"ID",2063,"SSP5","OECD Env-Growth",75.62557
"ID",2063,"SSP5","PIK GDP-32",62.83927
"ID",2064,"SSP1","IIASA GDP",58.40314
"ID",2064,"SSP1","OECD Env-Growth",63.74028
"ID",2064,"SSP1","PIK GDP-32",52.89265
"ID",2064,"SSP2","GCAM-USA",56.08869
"ID",2064,"SSP3","IIASA GDP",52.07297
"ID",2064,"SSP3","OECD Env-Growth",55.0722
"ID",2064,"SSP3","PIK GDP-32",46.13468
"ID",2064,"SSP4","IIASA GDP",57.57604
"ID",2064,"SSP4","OECD Env-Growth",67.12459
"ID",2064,"SSP4","PIK GDP-32",60.62845
"ID",2064,"SSP5","IIASA GDP",69.34291
"ID",2064,"SSP5","OECD Env-Growth",77.17264
"ID",2064,"SSP5","PIK GDP-32",64.0575
"ID",2065,"SSP1","IIASA GDP",59.24006
"ID",2065,"SSP1","OECD Env-Growth",64.67188
"ID",2065,"SSP1","PIK GDP-32",53.53147
"ID",2065,"SSP2","GCAM-USA",56.83018
"ID",2065,"SSP3","IIASA GDP",52.78198
"ID",2065,"SSP3","OECD Env-Growth",55.74035
"ID",2065,"SSP3","PIK GDP-32",46.51493
"ID",2065,"SSP4","IIASA GDP",58.37983
"ID",2065,"SSP4","OECD Env-Growth",68.21642
"ID",2065,"SSP4","PIK GDP-32",61.44568
"ID",2065,"SSP5","IIASA GDP",70.61917
"ID",2065,"SSP5","OECD Env-Growth",78.71971
"ID",2065,"SSP5","PIK GDP-32",65.27572
"ID",2066,"SSP1","IIASA GDP",60.06969
"ID",2066,"SSP1","OECD Env-Growth",65.59366
"ID",2066,"SSP1","PIK GDP-32",54.14028
"ID",2066,"SSP2","GCAM-USA",57.56897
"ID",2066,"SSP3","IIASA GDP",53.4926
"ID",2066,"SSP3","OECD Env-Growth",56.33728
"ID",2066,"SSP3","PIK GDP-32",46.82482
"ID",2066,"SSP4","IIASA GDP",59.17596
"ID",2066,"SSP4","OECD Env-Growth",69.31145
"ID",2066,"SSP4","PIK GDP-32",62.22175
"ID",2066,"SSP5","IIASA GDP",71.93736
"ID",2066,"SSP5","OECD Env-Growth",80.39245
"ID",2066,"SSP5","PIK GDP-32",66.61294
"ID",2067,"SSP1","IIASA GDP",60.89932
"ID",2067,"SSP1","OECD Env-Growth",66.51543
"ID",2067,"SSP1","PIK GDP-32",54.74909
"ID",2067,"SSP2","GCAM-USA",58.30528
"ID",2067,"SSP3","IIASA GDP",54.20322
"ID",2067,"SSP3","OECD Env-Growth",56.93421
"ID",2067,"SSP3","PIK GDP-32",47.13471
"ID",2067,"SSP4","IIASA GDP",59.97208
"ID",2067,"SSP4","OECD Env-Growth",70.40648
"ID",2067,"SSP4","PIK GDP-32",62.99781
"ID",2067,"SSP5","IIASA GDP",73.25555
"ID",2067,"SSP5","OECD Env-Growth",82.06519
"ID",2067,"SSP5","PIK GDP-32",67.95016
"ID",2068,"SSP1","IIASA GDP",61.72895
"ID",2068,"SSP1","OECD Env-Growth",67.43721
"ID",2068,"SSP1","PIK GDP-32",55.3579
"ID",2068,"SSP2","GCAM-USA",59.03818
"ID",2068,"SSP3","IIASA GDP",54.91383
"ID",2068,"SSP3","OECD Env-Growth",57.53113
"ID",2068,"SSP3","PIK GDP-32",47.4446
"ID",2068,"SSP4","IIASA GDP",60.7682
"ID",2068,"SSP4","OECD Env-Growth",71.50151
"ID",2068,"SSP4","PIK GDP-32",63.77388
"ID",2068,"SSP5","IIASA GDP",74.57375
"ID",2068,"SSP5","OECD Env-Growth",83.73793
"ID",2068,"SSP5","PIK GDP-32",69.28738
"ID",2069,"SSP1","IIASA GDP",62.55858
"ID",2069,"SSP1","OECD Env-Growth",68.35898
"ID",2069,"SSP1","PIK GDP-32",55.96671
"ID",2069,"SSP2","GCAM-USA",59.76789
"ID",2069,"SSP3","IIASA GDP",55.62445
"ID",2069,"SSP3","OECD Env-Growth",58.12806
"ID",2069,"SSP3","PIK GDP-32",47.75449
"ID",2069,"SSP4","IIASA GDP",61.56433
"ID",2069,"SSP4","OECD Env-Growth",72.59654
"ID",2069,"SSP4","PIK GDP-32",64.54994
"ID",2069,"SSP5","IIASA GDP",75.89194
"ID",2069,"SSP5","OECD Env-Growth",85.41067
"ID",2069,"SSP5","PIK GDP-32",70.6246
"ID",2070,"SSP1","IIASA GDP",63.38822
"ID",2070,"SSP1","OECD Env-Growth",69.28075
"ID",2070,"SSP1","PIK GDP-32",56.57552
"ID",2070,"SSP2","GCAM-USA",60.49347
"ID",2070,"SSP3","IIASA GDP",56.33507
"ID",2070,"SSP3","OECD Env-Growth",58.72499
"ID",2070,"SSP3","PIK GDP-32",48.06438
"ID",2070,"SSP4","IIASA GDP",62.36045
"ID",2070,"SSP4","OECD Env-Growth",73.69157
"ID",2070,"SSP4","PIK GDP-32",65.32601
"ID",2070,"SSP5","IIASA GDP",77.21013
"ID",2070,"SSP5","OECD Env-Growth",87.08341
"ID",2070,"SSP5","PIK GDP-32",71.96182
"ID",2071,"SSP1","IIASA GDP",64.20701
"ID",2071,"SSP1","OECD Env-Growth",70.18218
"ID",2071,"SSP1","PIK GDP-32",57.1543
"ID",2071,"SSP2","GCAM-USA",61.21516
"ID",2071,"SSP3","IIASA GDP",57.0348
"ID",2071,"SSP3","OECD Env-Growth",59.24168
"ID",2071,"SSP3","PIK GDP-32",48.29801
"ID",2071,"SSP4","IIASA GDP",63.13753
"ID",2071,"SSP4","OECD Env-Growth",74.77937
"ID",2071,"SSP4","PIK GDP-32",66.04492
"ID",2071,"SSP5","IIASA GDP",78.55115
"ID",2071,"SSP5","OECD Env-Growth",88.87632
"ID",2071,"SSP5","PIK GDP-32",73.4378
"ID",2072,"SSP1","IIASA GDP",65.0258
"ID",2072,"SSP1","OECD Env-Growth",71.08361
"ID",2072,"SSP1","PIK GDP-32",57.73308
"ID",2072,"SSP2","GCAM-USA",61.93199
"ID",2072,"SSP3","IIASA GDP",57.73453
"ID",2072,"SSP3","OECD Env-Growth",59.75838
"ID",2072,"SSP3","PIK GDP-32",48.53165
"ID",2072,"SSP4","IIASA GDP",63.9146
"ID",2072,"SSP4","OECD Env-Growth",75.86717
"ID",2072,"SSP4","PIK GDP-32",66.76384
"ID",2072,"SSP5","IIASA GDP",79.89218
"ID",2072,"SSP5","OECD Env-Growth",90.66923
"ID",2072,"SSP5","PIK GDP-32",74.91378
"ID",2073,"SSP1","IIASA GDP",65.84459
"ID",2073,"SSP1","OECD Env-Growth",71.98504
"ID",2073,"SSP1","PIK GDP-32",58.31185
"ID",2073,"SSP2","GCAM-USA",62.64421
"ID",2073,"SSP3","IIASA GDP",58.43426
"ID",2073,"SSP3","OECD Env-Growth",60.27508
"ID",2073,"SSP3","PIK GDP-32",48.76528
"ID",2073,"SSP4","IIASA GDP",64.69168
"ID",2073,"SSP4","OECD Env-Growth",76.95498
"ID",2073,"SSP4","PIK GDP-32",67.48276
"ID",2073,"SSP5","IIASA GDP",81.2332
"ID",2073,"SSP5","OECD Env-Growth",92.46215
"ID",2073,"SSP5","PIK GDP-32",76.38976
"ID",2074,"SSP1","IIASA GDP",66.66338
"ID",2074,"SSP1","OECD Env-Growth",72.88647
"ID",2074,"SSP1","PIK GDP-32",58.89063
"ID",2074,"SSP2","GCAM-USA",63.35083
"ID",2074,"SSP3","IIASA GDP",59.13399
"ID",2074,"SSP3","OECD Env-Growth",60.79178
"ID",2074,"SSP3","PIK GDP-32",48.99892
"ID",2074,"SSP4","IIASA GDP",65.46876
"ID",2074,"SSP4","OECD Env-Growth",78.04278
"ID",2074,"SSP4","PIK GDP-32",68.20167
"ID",2074,"SSP5","IIASA GDP",82.57422
"ID",2074,"SSP5","OECD Env-Growth",94.25506
"ID",2074,"SSP5","PIK GDP-32",77.86574
"ID",2075,"SSP1","IIASA GDP",67.48217
"ID",2075,"SSP1","OECD Env-Growth",73.78789
"ID",2075,"SSP1","PIK GDP-32",59.46941
"ID",2075,"SSP2","GCAM-USA",64.05213
"ID",2075,"SSP3","IIASA GDP",59.83372
"ID",2075,"SSP3","OECD Env-Growth",61.30847
"ID",2075,"SSP3","PIK GDP-32",49.23255
"ID",2075,"SSP4","IIASA GDP",66.24583
"ID",2075,"SSP4","OECD Env-Growth",79.13059
"ID",2075,"SSP4","PIK GDP-32",68.92059
"ID",2075,"SSP5","IIASA GDP",83.91524
"ID",2075,"SSP5","OECD Env-Growth",96.04797
"ID",2075,"SSP5","PIK GDP-32",79.34172
"ID",2076,"SSP1","IIASA GDP",68.30026
"ID",2076,"SSP1","OECD Env-Growth",74.68266
"ID",2076,"SSP1","PIK GDP-32",60.03362
"ID",2076,"SSP2","GCAM-USA",64.74709
"ID",2076,"SSP3","IIASA GDP",60.51332
"ID",2076,"SSP3","OECD Env-Growth",61.76395
"ID",2076,"SSP3","PIK GDP-32",49.44062
"ID",2076,"SSP4","IIASA GDP",66.99544
"ID",2076,"SSP4","OECD Env-Growth",80.2274
"ID",2076,"SSP4","PIK GDP-32",69.62786
"ID",2076,"SSP5","IIASA GDP",85.27734
"ID",2076,"SSP5","OECD Env-Growth",97.92765
"ID",2076,"SSP5","PIK GDP-32",80.87184
"ID",2077,"SSP1","IIASA GDP",69.11836
"ID",2077,"SSP1","OECD Env-Growth",75.57743
"ID",2077,"SSP1","PIK GDP-32",60.59783
"ID",2077,"SSP2","GCAM-USA",65.436
"ID",2077,"SSP3","IIASA GDP",61.19291
"ID",2077,"SSP3","OECD Env-Growth",62.21943
"ID",2077,"SSP3","PIK GDP-32",49.64868
"ID",2077,"SSP4","IIASA GDP",67.74505
"ID",2077,"SSP4","OECD Env-Growth",81.32422
"ID",2077,"SSP4","PIK GDP-32",70.33513
"ID",2077,"SSP5","IIASA GDP",86.63943
"ID",2077,"SSP5","OECD Env-Growth",99.80732
"ID",2077,"SSP5","PIK GDP-32",82.40196
"ID",2078,"SSP1","IIASA GDP",69.93645
"ID",2078,"SSP1","OECD Env-Growth",76.4722
"ID",2078,"SSP1","PIK GDP-32",61.16204
"ID",2078,"SSP2","GCAM-USA",66.11784
"ID",2078,"SSP3","IIASA GDP",61.87251
"ID",2078,"SSP3","OECD Env-Growth",62.6749
"ID",2078,"SSP3","PIK GDP-32",49.85675
"ID",2078,"SSP4","IIASA GDP",68.49466
"ID",2078,"SSP4","OECD Env-Growth",82.42103
"ID",2078,"SSP4","PIK GDP-32",71.04241
"ID",2078,"SSP5","IIASA GDP",88.00153
"ID",2078,"SSP5","OECD Env-Growth",101.687
"ID",2078,"SSP5","PIK GDP-32",83.93209
"ID",2079,"SSP1","IIASA GDP",70.75455
"ID",2079,"SSP1","OECD Env-Growth",77.36697
"ID",2079,"SSP1","PIK GDP-32",61.72624
"ID",2079,"SSP2","GCAM-USA",66.79291
"ID",2079,"SSP3","IIASA GDP",62.5521
"ID",2079,"SSP3","OECD Env-Growth",63.13038
"ID",2079,"SSP3","PIK GDP-32",50.06481
"ID",2079,"SSP4","IIASA GDP",69.24427
"ID",2079,"SSP4","OECD Env-Growth",83.51785
"ID",2079,"SSP4","PIK GDP-32",71.74968
"ID",2079,"SSP5","IIASA GDP",89.36363
"ID",2079,"SSP5","OECD Env-Growth",103.5667
"ID",2079,"SSP5","PIK GDP-32",85.46221
"ID",2080,"SSP1","IIASA GDP",71.57264
"ID",2080,"SSP1","OECD Env-Growth",78.26174
"ID",2080,"SSP1","PIK GDP-32",62.29045
"ID",2080,"SSP2","GCAM-USA",67.46017
"ID",2080,"SSP3","IIASA GDP",63.2317
"ID",2080,"SSP3","OECD Env-Growth",63.58586
"ID",2080,"SSP3","PIK GDP-32",50.27288
"ID",2080,"SSP4","IIASA GDP",69.99388
"ID",2080,"SSP4","OECD Env-Growth",84.61466
"ID",2080,"SSP4","PIK GDP-32",72.45696
"ID",2080,"SSP5","IIASA GDP",90.72572
"ID",2080,"SSP5","OECD Env-Growth",105.4464
"ID",2080,"SSP5","PIK GDP-32",86.99234
"ID",2081,"SSP1","IIASA GDP",72.38044
"ID",2081,"SSP1","OECD Env-Growth",79.15189
"ID",2081,"SSP1","PIK GDP-32",62.85434
"ID",2081,"SSP2","GCAM-USA",68.11993
"ID",2081,"SSP3","IIASA GDP",63.88452
"ID",2081,"SSP3","OECD Env-Growth",63.97595
"ID",2081,"SSP3","PIK GDP-32",50.45194
"ID",2081,"SSP4","IIASA GDP",70.7086
"ID",2081,"SSP4","OECD Env-Growth",85.70789
"ID",2081,"SSP4","PIK GDP-32",73.12828
"ID",2081,"SSP5","IIASA GDP",92.09727
"ID",2081,"SSP5","OECD Env-Growth",107.4229
"ID",2081,"SSP5","PIK GDP-32",88.64426
"ID",2082,"SSP1","IIASA GDP",73.18824
"ID",2082,"SSP1","OECD Env-Growth",80.04205
"ID",2082,"SSP1","PIK GDP-32",63.41824
"ID",2082,"SSP2","GCAM-USA",68.77116
"ID",2082,"SSP3","IIASA GDP",64.53734
"ID",2082,"SSP3","OECD Env-Growth",64.36603
"ID",2082,"SSP3","PIK GDP-32",50.63101
"ID",2082,"SSP4","IIASA GDP",71.42333
"ID",2082,"SSP4","OECD Env-Growth",86.80112
"ID",2082,"SSP4","PIK GDP-32",73.79959
"ID",2082,"SSP5","IIASA GDP",93.46882
"ID",2082,"SSP5","OECD Env-Growth",109.3995
"ID",2082,"SSP5","PIK GDP-32",90.29619
"ID",2083,"SSP1","IIASA GDP",73.99604
"ID",2083,"SSP1","OECD Env-Growth",80.93221
"ID",2083,"SSP1","PIK GDP-32",63.98213
"ID",2083,"SSP2","GCAM-USA",69.41417
"ID",2083,"SSP3","IIASA GDP",65.19016
"ID",2083,"SSP3","OECD Env-Growth",64.75612
"ID",2083,"SSP3","PIK GDP-32",50.81008
"ID",2083,"SSP4","IIASA GDP",72.13806
"ID",2083,"SSP4","OECD Env-Growth",87.89435
"ID",2083,"SSP4","PIK GDP-32",74.47091
"ID",2083,"SSP5","IIASA GDP",94.84036
"ID",2083,"SSP5","OECD Env-Growth",111.376
"ID",2083,"SSP5","PIK GDP-32",91.94812
"ID",2084,"SSP1","IIASA GDP",74.80385
"ID",2084,"SSP1","OECD Env-Growth",81.82237
"ID",2084,"SSP1","PIK GDP-32",64.54602
"ID",2084,"SSP2","GCAM-USA",70.04792
"ID",2084,"SSP3","IIASA GDP",65.84298
"ID",2084,"SSP3","OECD Env-Growth",65.14621
"ID",2084,"SSP3","PIK GDP-32",50.98914
"ID",2084,"SSP4","IIASA GDP",72.85278
"ID",2084,"SSP4","OECD Env-Growth",88.98757
"ID",2084,"SSP4","PIK GDP-32",75.14223
"ID",2084,"SSP5","IIASA GDP",96.21191
"ID",2084,"SSP5","OECD Env-Growth",113.3526
"ID",2084,"SSP5","PIK GDP-32",93.60005
"ID",2085,"SSP1","IIASA GDP",75.61165
"ID",2085,"SSP1","OECD Env-Growth",82.71252
"ID",2085,"SSP1","PIK GDP-32",65.10991
"ID",2085,"SSP2","GCAM-USA",70.67274
"ID",2085,"SSP3","IIASA GDP",66.4958
"ID",2085,"SSP3","OECD Env-Growth",65.5363
"ID",2085,"SSP3","PIK GDP-32",51.16821
"ID",2085,"SSP4","IIASA GDP",73.56751
"ID",2085,"SSP4","OECD Env-Growth",90.0808
"ID",2085,"SSP4","PIK GDP-32",75.81355
"ID",2085,"SSP5","IIASA GDP",97.58346
"ID",2085,"SSP5","OECD Env-Growth",115.3292
"ID",2085,"SSP5","PIK GDP-32",95.25197
"ID",2086,"SSP1","IIASA GDP",76.37852
"ID",2086,"SSP1","OECD Env-Growth",83.58883
"ID",2086,"SSP1","PIK GDP-32",65.68415
"ID",2086,"SSP2","GCAM-USA",71.2876
"ID",2086,"SSP3","IIASA GDP",67.12092
"ID",2086,"SSP3","OECD Env-Growth",65.87268
"ID",2086,"SSP3","PIK GDP-32",51.32539
"ID",2086,"SSP4","IIASA GDP",74.23993
"ID",2086,"SSP4","OECD Env-Growth",91.16788
"ID",2086,"SSP4","PIK GDP-32",76.44282
"ID",2086,"SSP5","IIASA GDP",98.93985
"ID",2086,"SSP5","OECD Env-Growth",117.3875
"ID",2086,"SSP5","PIK GDP-32",97.08384
"ID",2087,"SSP1","IIASA GDP",77.14539
"ID",2087,"SSP1","OECD Env-Growth",84.46513
"ID",2087,"SSP1","PIK GDP-32",66.25838
"ID",2087,"SSP2","GCAM-USA",71.89283
"ID",2087,"SSP3","IIASA GDP",67.74604
"ID",2087,"SSP3","OECD Env-Growth",66.20907
"ID",2087,"SSP3","PIK GDP-32",51.48257
"ID",2087,"SSP4","IIASA GDP",74.91235
"ID",2087,"SSP4","OECD Env-Growth",92.25495
"ID",2087,"SSP4","PIK GDP-32",77.07209
"ID",2087,"SSP5","IIASA GDP",100.2962
"ID",2087,"SSP5","OECD Env-Growth",119.4459
"ID",2087,"SSP5","PIK GDP-32",98.9157
"ID",2088,"SSP1","IIASA GDP",77.91226
"ID",2088,"SSP1","OECD Env-Growth",85.34143
"ID",2088,"SSP1","PIK GDP-32",66.83261
"ID",2088,"SSP2","GCAM-USA",72.48738
"ID",2088,"SSP3","IIASA GDP",68.37116
"ID",2088,"SSP3","OECD Env-Growth",66.54546
"ID",2088,"SSP3","PIK GDP-32",51.63975
"ID",2088,"SSP4","IIASA GDP",75.58477
"ID",2088,"SSP4","OECD Env-Growth",93.34202
"ID",2088,"SSP4","PIK GDP-32",77.70137
"ID",2088,"SSP5","IIASA GDP",101.6526
"ID",2088,"SSP5","OECD Env-Growth",121.5043
"ID",2088,"SSP5","PIK GDP-32",100.7476
"ID",2089,"SSP1","IIASA GDP",78.67913
"ID",2089,"SSP1","OECD Env-Growth",86.21773
"ID",2089,"SSP1","PIK GDP-32",67.40684
"ID",2089,"SSP2","GCAM-USA",73.07163
"ID",2089,"SSP3","IIASA GDP",68.99629
"ID",2089,"SSP3","OECD Env-Growth",66.88185
"ID",2089,"SSP3","PIK GDP-32",51.79692
"ID",2089,"SSP4","IIASA GDP",76.25719
"ID",2089,"SSP4","OECD Env-Growth",94.4291
"ID",2089,"SSP4","PIK GDP-32",78.33064
"ID",2089,"SSP5","IIASA GDP",103.009
"ID",2089,"SSP5","OECD Env-Growth",123.5627
"ID",2089,"SSP5","PIK GDP-32",102.5794
"ID",2090,"SSP1","IIASA GDP",79.446
"ID",2090,"SSP1","OECD Env-Growth",87.09404
"ID",2090,"SSP1","PIK GDP-32",67.98107
"ID",2090,"SSP2","GCAM-USA",73.64451
"ID",2090,"SSP3","IIASA GDP",69.62141
"ID",2090,"SSP3","OECD Env-Growth",67.21824
"ID",2090,"SSP3","PIK GDP-32",51.9541
"ID",2090,"SSP4","IIASA GDP",76.92961
"ID",2090,"SSP4","OECD Env-Growth",95.51617
"ID",2090,"SSP4","PIK GDP-32",78.95991
"ID",2090,"SSP5","IIASA GDP",104.3654
"ID",2090,"SSP5","OECD Env-Growth",125.6211
"ID",2090,"SSP5","PIK GDP-32",104.4113
"ID",2091,"SSP1","IIASA GDP",80.16972
"ID",2091,"SSP1","OECD Env-Growth",87.95953
"ID",2091,"SSP1","PIK GDP-32",68.54969
"ID",2091,"SSP2","GCAM-USA",74.20642
"ID",2091,"SSP3","IIASA GDP",70.21126
"ID",2091,"SSP3","OECD Env-Growth",67.50656
"ID",2091,"SSP3","PIK GDP-32",52.08661
"ID",2091,"SSP4","IIASA GDP",77.54658
"ID",2091,"SSP4","OECD Env-Growth",96.59204
"ID",2091,"SSP4","PIK GDP-32",79.5449
"ID",2091,"SSP5","IIASA GDP",105.7084
"ID",2091,"SSP5","OECD Env-Growth",127.7649
"ID",2091,"SSP5","PIK GDP-32",106.3734
"ID",2092,"SSP1","IIASA GDP",80.89344
"ID",2092,"SSP1","OECD Env-Growth",88.82502
"ID",2092,"SSP1","PIK GDP-32",69.11831
"ID",2092,"SSP2","GCAM-USA",74.75629
"ID",2092,"SSP3","IIASA GDP",70.8011
"ID",2092,"SSP3","OECD Env-Growth",67.79488
"ID",2092,"SSP3","PIK GDP-32",52.21912
"ID",2092,"SSP4","IIASA GDP",78.16356
"ID",2092,"SSP4","OECD Env-Growth",97.66791
"ID",2092,"SSP4","PIK GDP-32",80.12989
"ID",2092,"SSP5","IIASA GDP",107.0515
"ID",2092,"SSP5","OECD Env-Growth",129.9087
"ID",2092,"SSP5","PIK GDP-32",108.3356
"ID",2093,"SSP1","IIASA GDP",81.61715
"ID",2093,"SSP1","OECD Env-Growth",89.69051
"ID",2093,"SSP1","PIK GDP-32",69.68693
"ID",2093,"SSP2","GCAM-USA",75.29454
"ID",2093,"SSP3","IIASA GDP",71.39095
"ID",2093,"SSP3","OECD Env-Growth",68.0832
"ID",2093,"SSP3","PIK GDP-32",52.35163
"ID",2093,"SSP4","IIASA GDP",78.78053
"ID",2093,"SSP4","OECD Env-Growth",98.74379
"ID",2093,"SSP4","PIK GDP-32",80.71488
"ID",2093,"SSP5","IIASA GDP",108.3945
"ID",2093,"SSP5","OECD Env-Growth",132.0525
"ID",2093,"SSP5","PIK GDP-32",110.2977
"ID",2094,"SSP1","IIASA GDP",82.34087
"ID",2094,"SSP1","OECD Env-Growth",90.55601
"ID",2094,"SSP1","PIK GDP-32",70.25555
"ID",2094,"SSP2","GCAM-USA",75.82009
"ID",2094,"SSP3","IIASA GDP",71.9808
"ID",2094,"SSP3","OECD Env-Growth",68.37152
"ID",2094,"SSP3","PIK GDP-32",52.48415
"ID",2094,"SSP4","IIASA GDP",79.39751
"ID",2094,"SSP4","OECD Env-Growth",99.81966
"ID",2094,"SSP4","PIK GDP-32",81.29988
"ID",2094,"SSP5","IIASA GDP",109.7375
"ID",2094,"SSP5","OECD Env-Growth",134.1963
"ID",2094,"SSP5","PIK GDP-32",112.2598
"ID",2095,"SSP1","IIASA GDP",83.06459
"ID",2095,"SSP1","OECD Env-Growth",91.4215
"ID",2095,"SSP1","PIK GDP-32",70.82417
"ID",2095,"SSP2","GCAM-USA",76.33339
"ID",2095,"SSP3","IIASA GDP",72.57064
"ID",2095,"SSP3","OECD Env-Growth",68.65984
"ID",2095,"SSP3","PIK GDP-32",52.61666
"ID",2095,"SSP4","IIASA GDP",80.01448
"ID",2095,"SSP4","OECD Env-Growth",100.8955
"ID",2095,"SSP4","PIK GDP-32",81.88487
"ID",2095,"SSP5","IIASA GDP",111.0806
"ID",2095,"SSP5","OECD Env-Growth",136.3401
"ID",2095,"SSP5","PIK GDP-32",114.222
"ID",2096,"SSP1","IIASA GDP",83.73868
"ID",2096,"SSP1","OECD Env-Growth",92.25848
"ID",2096,"SSP1","PIK GDP-32",71.36313
"ID",2096,"SSP2","GCAM-USA",76.83338
"ID",2096,"SSP3","IIASA GDP",73.10985
"ID",2096,"SSP3","OECD Env-Growth",68.87152
"ID",2096,"SSP3","PIK GDP-32",52.66987
"ID",2096,"SSP4","IIASA GDP",80.56278
"ID",2096,"SSP4","OECD Env-Growth",101.9195
"ID",2096,"SSP4","PIK GDP-32",82.36282
"ID",2096,"SSP5","IIASA GDP",112.3968
"ID",2096,"SSP5","OECD Env-Growth",138.5733
"ID",2096,"SSP5","PIK GDP-32",116.3207
"ID",2097,"SSP1","IIASA GDP",84.41276
"ID",2097,"SSP1","OECD Env-Growth",93.09547
"ID",2097,"SSP1","PIK GDP-32",71.9021
"ID",2097,"SSP2","GCAM-USA",77.3205
"ID",2097,"SSP3","IIASA GDP",73.64906
"ID",2097,"SSP3","OECD Env-Growth",69.08321
"ID",2097,"SSP3","PIK GDP-32",52.72309
"ID",2097,"SSP4","IIASA GDP",81.11108
"ID",2097,"SSP4","OECD Env-Growth",102.9434
"ID",2097,"SSP4","PIK GDP-32",82.84078
"ID",2097,"SSP5","IIASA GDP",113.713
"ID",2097,"SSP5","OECD Env-Growth",140.8066
"ID",2097,"SSP5","PIK GDP-32",118.4194
"ID",2098,"SSP1","IIASA GDP",85.08685
"ID",2098,"SSP1","OECD Env-Growth",93.93245
"ID",2098,"SSP1","PIK GDP-32",72.44106
"ID",2098,"SSP2","GCAM-USA",77.7937
"ID",2098,"SSP3","IIASA GDP",74.18827
"ID",2098,"SSP3","OECD Env-Growth",69.2949
"ID",2098,"SSP3","PIK GDP-32",52.77631
"ID",2098,"SSP4","IIASA GDP",81.65938
"ID",2098,"SSP4","OECD Env-Growth",103.9674
"ID",2098,"SSP4","PIK GDP-32",83.31874
"ID",2098,"SSP5","IIASA GDP",115.0292
"ID",2098,"SSP5","OECD Env-Growth",143.0399
"ID",2098,"SSP5","PIK GDP-32",120.518
"ID",2099,"SSP1","IIASA GDP",85.76094
"ID",2099,"SSP1","OECD Env-Growth",94.76943
"ID",2099,"SSP1","PIK GDP-32",72.98003
"ID",2099,"SSP2","GCAM-USA",78.25346
"ID",2099,"SSP3","IIASA GDP",74.72747
"ID",2099,"SSP3","OECD Env-Growth",69.50658
"ID",2099,"SSP3","PIK GDP-32",52.82952
"ID",2099,"SSP4","IIASA GDP",82.20768
"ID",2099,"SSP4","OECD Env-Growth",104.9913
"ID",2099,"SSP4","PIK GDP-32",83.79669
"ID",2099,"SSP5","IIASA GDP",116.3455
"ID",2099,"SSP5","OECD Env-Growth",145.2732
"ID",2099,"SSP5","PIK GDP-32",122.6167
"ID",2100,"SSP1","IIASA GDP",86.43502
"ID",2100,"SSP1","OECD Env-Growth",95.60642
"ID",2100,"SSP1","PIK GDP-32",73.51899
"ID",2100,"SSP2","GCAM-USA",78.69873
"ID",2100,"SSP3","IIASA GDP",75.26668
"ID",2100,"SSP3","OECD Env-Growth",69.71827
"ID",2100,"SSP3","PIK GDP-32",52.88274
"ID",2100,"SSP4","IIASA GDP",82.75597
"ID",2100,"SSP4","OECD Env-Growth",106.0153
"ID",2100,"SSP4","PIK GDP-32",84.27465
"ID",2100,"SSP5","IIASA GDP",117.6617
"ID",2100,"SSP5","OECD Env-Growth",147.5065
"ID",2100,"SSP5","PIK GDP-32",124.7154
"IL",2020,"SSP1","IIASA GDP",39.28949
"IL",2020,"SSP1","OECD Env-Growth",39.28949
"IL",2020,"SSP1","PIK GDP-32",39.28949
